id,scraped_at,crossing_id,crossing_name,trucks_exit_min,trucks_entry_min,cars_exit_min,cars_entry_min,buses_exit_min,buses_entry_min,data_timestamp,source_hour
7084,2026-09-16T04:12:00Z,budomierz,Budomierz,120,,0,,60,,2026-9-16,4
7082,2026-09-16T04:12:00Z,dolhobyczow,Dołhobyczów,300,,0,,0,,2026-9-16,4
7080,2026-09-16T04:12:00Z,dorohusk,Dorohusk,480,,,,60,,2026-9-16,4
7083,2026-09-16T04:12:00Z,hrebenne,Hrebenne,420,,0,,0,,2026-9-16,4
7085,2026-09-16T04:12:00Z,korczowa,Korczowa,480,,0,,60,,2026-9-16,4
7088,2026-09-16T04:12:00Z,kroscienko,Krościenko,0,,0,,0,,2026-9-16,4
7087,2026-09-16T04:12:00Z,malhowice,Małhowice,,,0,,0,,2026-9-16,4
7086,2026-09-16T04:12:00Z,medyka,Medyka,360,,0,,0,,2026-9-16,4
7081,2026-09-16T04:12:00Z,zosin,Zosin,0,,0,,0,,2026-9-16,4
7093,2026-09-16T11:12:00Z,budomierz,Budomierz,120,,0,,0,,2026-9-16,11
7091,2026-09-16T11:12:00Z,dolhobyczow,Dołhobyczów,300,,0,,0,,2026-9-16,11
7089,2026-09-16T11:12:00Z,dorohusk,Dorohusk,,,,,,,2026-9-16,11
7092,2026-09-16T11:12:00Z,hrebenne,Hrebenne,420,,0,,0,,2026-9-16,11
7094,2026-09-16T11:12:00Z,korczowa,Korczowa,660,,0,,0,,2026-9-16,11
7097,2026-09-16T11:12:00Z,kroscienko,Krościenko,,,,,,,2026-9-16,11
7096,2026-09-16T11:12:00Z,malhowice,Małhowice,,,0,,0,,2026-9-16,11
7095,2026-09-16T11:12:00Z,medyka,Medyka,,,,,,,2026-9-16,11
7090,2026-09-16T11:12:00Z,zosin,Zosin,0,,0,,0,,2026-9-16,11
7102,2026-09-16T16:32:00Z,budomierz,Budomierz,120,,0,,0,,2026-9-16,16
7100,2026-09-16T16:32:00Z,dolhobyczow,Dołhobyczów,300,,0,,0,,2026-9-16,16
7098,2026-09-16T16:32:00Z,dorohusk,Dorohusk,600,,,,0,,2026-9-16,16
7101,2026-09-16T16:32:00Z,hrebenne,Hrebenne,660,,0,,0,,2026-9-16,16
7103,2026-09-16T16:32:00Z,korczowa,Korczowa,360,,0,,0,,2026-9-16,16
7106,2026-09-16T16:32:00Z,kroscienko,Krościenko,0,,0,,0,,2026-9-16,16
7105,2026-09-16T16:32:00Z,malhowice,Małhowice,,,0,,0,,2026-9-16,16
7104,2026-09-16T16:32:00Z,medyka,Medyka,360,,0,,0,,2026-9-16,16
7099,2026-09-16T16:32:00Z,zosin,Zosin,0,,0,,0,,2026-9-16,16
