id,scraped_at,crossing_id,crossing_name,trucks_exit_min,trucks_entry_min,cars_exit_min,cars_entry_min,buses_exit_min,buses_entry_min,data_timestamp,source_hour
6520,2026-09-02T03:51:00Z,budomierz,Budomierz,0,,0,,30,,2026-9-2,3
6518,2026-09-02T03:51:00Z,dolhobyczow,Dołhobyczów,60,,0,,0,,2026-9-2,3
6516,2026-09-02T03:51:00Z,dorohusk,Dorohusk,180,,,,0,,2026-9-2,3
6519,2026-09-02T03:51:00Z,hrebenne,Hrebenne,600,,0,,120,,2026-9-2,3
6521,2026-09-02T03:51:00Z,korczowa,Korczowa,240,,0,,120,,2026-9-2,3
6524,2026-09-02T03:51:00Z,kroscienko,Krościenko,0,,0,,0,,2026-9-2,3
6523,2026-09-02T03:51:00Z,malhowice,Małhowice,,,0,,0,,2026-9-2,3
6522,2026-09-02T03:51:00Z,medyka,Medyka,360,,0,,60,,2026-9-2,3
6517,2026-09-02T03:51:00Z,zosin,Zosin,60,,60,,0,,2026-9-2,3
6529,2026-09-02T10:58:00Z,budomierz,Budomierz,0,,0,,0,,2026-9-2,10
6527,2026-09-02T10:58:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-9-2,10
6525,2026-09-02T10:58:00Z,dorohusk,Dorohusk,300,,,,0,,2026-9-2,10
6528,2026-09-02T10:58:00Z,hrebenne,Hrebenne,600,,0,,0,,2026-9-2,10
6530,2026-09-02T10:58:00Z,korczowa,Korczowa,180,,0,,0,,2026-9-2,10
6533,2026-09-02T10:58:00Z,kroscienko,Krościenko,0,,0,,0,,2026-9-2,10
6532,2026-09-02T10:58:00Z,malhowice,Małhowice,,,0,,0,,2026-9-2,10
6531,2026-09-02T10:58:00Z,medyka,Medyka,180,,,,,,2026-9-2,10
6526,2026-09-02T10:58:00Z,zosin,Zosin,120,,0,,0,,2026-9-2,10
6538,2026-09-02T16:18:00Z,budomierz,Budomierz,0,,0,,0,,2026-9-2,16
6536,2026-09-02T16:18:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-9-2,16
6534,2026-09-02T16:18:00Z,dorohusk,Dorohusk,360,,,,0,,2026-9-2,16
6537,2026-09-02T16:18:00Z,hrebenne,Hrebenne,480,,0,,0,,2026-9-2,16
6539,2026-09-02T16:18:00Z,korczowa,Korczowa,240,,60,,0,,2026-9-2,16
6542,2026-09-02T16:18:00Z,kroscienko,Krościenko,0,,0,,0,,2026-9-2,16
6541,2026-09-02T16:18:00Z,malhowice,Małhowice,,,0,,0,,2026-9-2,16
6540,2026-09-02T16:18:00Z,medyka,Medyka,240,,0,,0,,2026-9-2,16
6535,2026-09-02T16:18:00Z,zosin,Zosin,60,,0,,0,,2026-9-2,16
6547,2026-09-02T20:50:00Z,budomierz,Budomierz,60,,0,,0,,2026-9-2,20
6545,2026-09-02T20:50:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-9-2,20
6543,2026-09-02T20:50:00Z,dorohusk,Dorohusk,480,,,,0,,2026-9-2,20
6546,2026-09-02T20:50:00Z,hrebenne,Hrebenne,840,,0,,0,,2026-9-2,20
6548,2026-09-02T20:50:00Z,korczowa,Korczowa,360,,60,,0,,2026-9-2,20
6551,2026-09-02T20:50:00Z,kroscienko,Krościenko,60,,0,,0,,2026-9-2,20
6550,2026-09-02T20:50:00Z,malhowice,Małhowice,,,0,,0,,2026-9-2,20
6549,2026-09-02T20:50:00Z,medyka,Medyka,480,,0,,0,,2026-9-2,20
6544,2026-09-02T20:50:00Z,zosin,Zosin,60,,0,,0,,2026-9-2,20
