id,scraped_at,crossing_id,crossing_name,trucks_exit_min,trucks_entry_min,cars_exit_min,cars_entry_min,buses_exit_min,buses_entry_min,data_timestamp,source_hour
3275,2026-07-14T02:51:00Z,budomierz,Budomierz,0,,0,,120,,2026-7-14,2
3273,2026-07-14T02:51:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-14,2
3271,2026-07-14T02:51:00Z,dorohusk,Dorohusk,300,,,,180,,2026-7-14,2
3274,2026-07-14T02:51:00Z,hrebenne,Hrebenne,120,,0,,60,,2026-7-14,2
3276,2026-07-14T02:51:00Z,korczowa,Korczowa,0,,120,,180,,2026-7-14,2
3279,2026-07-14T02:51:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-14,2
3278,2026-07-14T02:51:00Z,malhowice,Małhowice,,,0,,0,,2026-7-14,2
3277,2026-07-14T02:51:00Z,medyka,Medyka,60,,0,,0,,2026-7-14,2
3272,2026-07-14T02:51:00Z,zosin,Zosin,60,,0,,0,,2026-7-14,2
3284,2026-07-14T05:01:00Z,budomierz,Budomierz,0,,0,,120,,2026-7-14,5
3282,2026-07-14T05:01:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-14,5
3280,2026-07-14T05:01:00Z,dorohusk,Dorohusk,360,,,,180,,2026-7-14,5
3283,2026-07-14T05:01:00Z,hrebenne,Hrebenne,180,,0,,0,,2026-7-14,5
3285,2026-07-14T05:01:00Z,korczowa,Korczowa,0,,120,,180,,2026-7-14,5
3288,2026-07-14T05:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-14,5
3287,2026-07-14T05:01:00Z,malhowice,Małhowice,,,0,,0,,2026-7-14,5
3286,2026-07-14T05:01:00Z,medyka,Medyka,0,,60,,60,,2026-7-14,5
3281,2026-07-14T05:01:00Z,zosin,Zosin,60,,0,,0,,2026-7-14,5
3293,2026-07-14T05:35:00Z,budomierz,Budomierz,0,,0,,120,,2026-7-14,5
3291,2026-07-14T05:35:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-14,5
3289,2026-07-14T05:35:00Z,dorohusk,Dorohusk,360,,,,180,,2026-7-14,5
3292,2026-07-14T05:35:00Z,hrebenne,Hrebenne,180,,0,,0,,2026-7-14,5
3294,2026-07-14T05:35:00Z,korczowa,Korczowa,0,,120,,180,,2026-7-14,5
3297,2026-07-14T05:35:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-14,5
3296,2026-07-14T05:35:00Z,malhowice,Małhowice,,,0,,0,,2026-7-14,5
3295,2026-07-14T05:35:00Z,medyka,Medyka,0,,60,,60,,2026-7-14,5
3290,2026-07-14T05:35:00Z,zosin,Zosin,60,,0,,0,,2026-7-14,5
3302,2026-07-14T08:01:00Z,budomierz,Budomierz,0,,0,,0,,2026-7-14,8
3300,2026-07-14T08:01:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-14,8
3298,2026-07-14T08:01:00Z,dorohusk,Dorohusk,180,,,,0,,2026-7-14,8
3301,2026-07-14T08:01:00Z,hrebenne,Hrebenne,120,,0,,0,,2026-7-14,8
3303,2026-07-14T08:01:00Z,korczowa,Korczowa,0,,120,,180,,2026-7-14,8
3306,2026-07-14T08:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-14,8
3305,2026-07-14T08:01:00Z,malhowice,Małhowice,,,0,,30,,2026-7-14,8
3304,2026-07-14T08:01:00Z,medyka,Medyka,0,,0,,60,,2026-7-14,8
3299,2026-07-14T08:01:00Z,zosin,Zosin,60,,0,,0,,2026-7-14,8
