id,scraped_at,crossing_id,crossing_name,trucks_exit_min,trucks_entry_min,cars_exit_min,cars_entry_min,buses_exit_min,buses_entry_min,data_timestamp,source_hour
5252,2026-08-12T02:20:00Z,budomierz,Budomierz,120,,0,,0,,2026-8-12,2
5250,2026-08-12T02:20:00Z,dolhobyczow,Dołhobyczów,60,,0,,0,,2026-8-12,2
5248,2026-08-12T02:20:00Z,dorohusk,Dorohusk,300,,,,120,,2026-8-12,2
5251,2026-08-12T02:20:00Z,hrebenne,Hrebenne,480,,0,,60,,2026-8-12,2
5253,2026-08-12T02:20:00Z,korczowa,Korczowa,180,,60,,60,,2026-8-12,2
5256,2026-08-12T02:20:00Z,kroscienko,Krościenko,0,,0,,0,,2026-8-12,2
5255,2026-08-12T02:20:00Z,malhowice,Małhowice,,,0,,0,,2026-8-12,2
5254,2026-08-12T02:20:00Z,medyka,Medyka,420,,0,,120,,2026-8-12,2
5249,2026-08-12T02:20:00Z,zosin,Zosin,120,,0,,0,,2026-8-12,2
5261,2026-08-12T04:50:00Z,budomierz,Budomierz,,,,,,,2026-8-12,4
5259,2026-08-12T04:50:00Z,dolhobyczow,Dołhobyczów,60,,0,,0,,2026-8-12,4
5257,2026-08-12T04:50:00Z,dorohusk,Dorohusk,360,,,,120,,2026-8-12,4
5260,2026-08-12T04:50:00Z,hrebenne,Hrebenne,600,,0,,0,,2026-8-12,4
5262,2026-08-12T04:50:00Z,korczowa,Korczowa,120,,60,,180,,2026-8-12,4
5265,2026-08-12T04:50:00Z,kroscienko,Krościenko,0,,0,,0,,2026-8-12,4
5264,2026-08-12T04:50:00Z,malhowice,Małhowice,,,0,,0,,2026-8-12,4
5263,2026-08-12T04:50:00Z,medyka,Medyka,360,,60,,0,,2026-8-12,4
5258,2026-08-12T04:50:00Z,zosin,Zosin,120,,30,,0,,2026-8-12,4
5270,2026-08-12T07:39:00Z,budomierz,Budomierz,0,,0,,0,,2026-8-12,7
5268,2026-08-12T07:39:00Z,dolhobyczow,Dołhobyczów,60,,0,,0,,2026-8-12,7
5266,2026-08-12T07:39:00Z,dorohusk,Dorohusk,420,,,,0,,2026-8-12,7
5269,2026-08-12T07:39:00Z,hrebenne,Hrebenne,540,,0,,0,,2026-8-12,7
5271,2026-08-12T07:39:00Z,korczowa,Korczowa,60,,60,,60,,2026-8-12,7
5274,2026-08-12T07:39:00Z,kroscienko,Krościenko,0,,0,,0,,2026-8-12,7
5273,2026-08-12T07:39:00Z,malhowice,Małhowice,,,0,,0,,2026-8-12,7
5272,2026-08-12T07:39:00Z,medyka,Medyka,300,,0,,0,,2026-8-12,7
5267,2026-08-12T07:39:00Z,zosin,Zosin,120,,0,,0,,2026-8-12,7
5279,2026-08-12T10:11:00Z,budomierz,Budomierz,0,,0,,0,,2026-8-12,10
5277,2026-08-12T10:11:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-8-12,10
5275,2026-08-12T10:11:00Z,dorohusk,Dorohusk,300,,,,0,,2026-8-12,10
5278,2026-08-12T10:11:00Z,hrebenne,Hrebenne,720,,0,,0,,2026-8-12,10
5280,2026-08-12T10:11:00Z,korczowa,Korczowa,240,,0,,0,,2026-8-12,10
5283,2026-08-12T10:11:00Z,kroscienko,Krościenko,0,,0,,0,,2026-8-12,10
5282,2026-08-12T10:11:00Z,malhowice,Małhowice,,,0,,0,,2026-8-12,10
5281,2026-08-12T10:11:00Z,medyka,Medyka,300,,0,,0,,2026-8-12,10
5276,2026-08-12T10:11:00Z,zosin,Zosin,120,,0,,0,,2026-8-12,10
