id,scraped_at,crossing_id,crossing_name,trucks_exit_min,trucks_entry_min,cars_exit_min,cars_entry_min,buses_exit_min,buses_entry_min,data_timestamp,source_hour
3059,2026-07-12T02:01:00Z,budomierz,Budomierz,0,,0,,60,,2026-7-12,2
3057,2026-07-12T02:01:00Z,dolhobyczow,Dołhobyczów,60,,0,,0,,2026-7-12,2
3055,2026-07-12T02:01:00Z,dorohusk,Dorohusk,840,,,,180,,2026-7-12,2
3058,2026-07-12T02:01:00Z,hrebenne,Hrebenne,960,,120,,300,,2026-7-12,2
3060,2026-07-12T02:01:00Z,korczowa,Korczowa,60,,180,,420,,2026-7-12,2
3063,2026-07-12T02:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-12,2
3062,2026-07-12T02:01:00Z,malhowice,Małhowice,,,0,,0,,2026-7-12,2
3061,2026-07-12T02:01:00Z,medyka,Medyka,300,,60,,120,,2026-7-12,2
3056,2026-07-12T02:01:00Z,zosin,Zosin,0,,60,,60,,2026-7-12,2
3068,2026-07-12T03:26:00Z,budomierz,Budomierz,0,,0,,60,,2026-7-12,3
3066,2026-07-12T03:26:00Z,dolhobyczow,Dołhobyczów,60,,0,,0,,2026-7-12,3
3064,2026-07-12T03:26:00Z,dorohusk,Dorohusk,840,,,,180,,2026-7-12,3
3067,2026-07-12T03:26:00Z,hrebenne,Hrebenne,960,,120,,300,,2026-7-12,3
3069,2026-07-12T03:26:00Z,korczowa,Korczowa,60,,180,,420,,2026-7-12,3
3072,2026-07-12T03:26:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-12,3
3071,2026-07-12T03:26:00Z,malhowice,Małhowice,,,0,,0,,2026-7-12,3
3070,2026-07-12T03:26:00Z,medyka,Medyka,300,,60,,120,,2026-7-12,3
3065,2026-07-12T03:26:00Z,zosin,Zosin,0,,60,,60,,2026-7-12,3
3077,2026-07-12T05:01:00Z,budomierz,Budomierz,0,,0,,180,,2026-7-12,5
3075,2026-07-12T05:01:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-12,5
3073,2026-07-12T05:01:00Z,dorohusk,Dorohusk,1080,,,,60,,2026-7-12,5
3076,2026-07-12T05:01:00Z,hrebenne,Hrebenne,840,,120,,300,,2026-7-12,5
3078,2026-07-12T05:01:00Z,korczowa,Korczowa,60,,180,,420,,2026-7-12,5
3081,2026-07-12T05:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-12,5
3080,2026-07-12T05:01:00Z,malhowice,Małhowice,,,0,,0,,2026-7-12,5
3079,2026-07-12T05:01:00Z,medyka,Medyka,300,,60,,120,,2026-7-12,5
3074,2026-07-12T05:01:00Z,zosin,Zosin,0,,0,,0,,2026-7-12,5
3086,2026-07-12T08:24:00Z,budomierz,Budomierz,0,,0,,300,,2026-7-12,8
3084,2026-07-12T08:24:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-12,8
3082,2026-07-12T08:24:00Z,dorohusk,Dorohusk,900,,,,180,,2026-7-12,8
3085,2026-07-12T08:24:00Z,hrebenne,Hrebenne,720,,0,,120,,2026-7-12,8
3087,2026-07-12T08:24:00Z,korczowa,Korczowa,180,,180,,300,,2026-7-12,8
3090,2026-07-12T08:24:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-12,8
3089,2026-07-12T08:24:00Z,malhowice,Małhowice,,,0,,30,,2026-7-12,8
3088,2026-07-12T08:24:00Z,medyka,Medyka,180,,60,,0,,2026-7-12,8
3083,2026-07-12T08:24:00Z,zosin,Zosin,0,,0,,0,,2026-7-12,8
3095,2026-07-12T10:37:00Z,budomierz,Budomierz,0,,0,,120,,2026-7-12,10
3093,2026-07-12T10:37:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-12,10
3091,2026-07-12T10:37:00Z,dorohusk,Dorohusk,1020,,,,0,,2026-7-12,10
3094,2026-07-12T10:37:00Z,hrebenne,Hrebenne,660,,0,,0,,2026-7-12,10
3096,2026-07-12T10:37:00Z,korczowa,Korczowa,120,,180,,180,,2026-7-12,10
3099,2026-07-12T10:37:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-12,10
3098,2026-07-12T10:37:00Z,malhowice,Małhowice,,,0,,0,,2026-7-12,10
3097,2026-07-12T10:37:00Z,medyka,Medyka,120,,60,,0,,2026-7-12,10
3092,2026-07-12T10:37:00Z,zosin,Zosin,0,,0,,0,,2026-7-12,10
3104,2026-07-12T11:01:00Z,budomierz,Budomierz,0,,0,,120,,2026-7-12,11
3102,2026-07-12T11:01:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-12,11
3100,2026-07-12T11:01:00Z,dorohusk,Dorohusk,1020,,,,0,,2026-7-12,11
3103,2026-07-12T11:01:00Z,hrebenne,Hrebenne,660,,0,,0,,2026-7-12,11
3105,2026-07-12T11:01:00Z,korczowa,Korczowa,120,,180,,180,,2026-7-12,11
3108,2026-07-12T11:01:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-12,11
3107,2026-07-12T11:01:00Z,malhowice,Małhowice,,,0,,0,,2026-7-12,11
3106,2026-07-12T11:01:00Z,medyka,Medyka,120,,60,,0,,2026-7-12,11
3101,2026-07-12T11:01:00Z,zosin,Zosin,0,,0,,0,,2026-7-12,11
3113,2026-07-12T13:37:00Z,budomierz,Budomierz,0,,0,,120,,2026-7-12,13
3111,2026-07-12T13:37:00Z,dolhobyczow,Dołhobyczów,0,,0,,0,,2026-7-12,13
3109,2026-07-12T13:37:00Z,dorohusk,Dorohusk,1020,,,,0,,2026-7-12,13
3112,2026-07-12T13:37:00Z,hrebenne,Hrebenne,660,,0,,0,,2026-7-12,13
3114,2026-07-12T13:37:00Z,korczowa,Korczowa,120,,180,,180,,2026-7-12,13
3117,2026-07-12T13:37:00Z,kroscienko,Krościenko,0,,0,,0,,2026-7-12,13
3116,2026-07-12T13:37:00Z,malhowice,Małhowice,,,0,,0,,2026-7-12,13
3115,2026-07-12T13:37:00Z,medyka,Medyka,120,,60,,0,,2026-7-12,13
3110,2026-07-12T13:37:00Z,zosin,Zosin,0,,0,,0,,2026-7-12,13
3122,2026-07-12T14:01:00Z,budomierz,Budomierz,0,,60,,0,,2026-7-12,14
