id,scraped_at,crossing_id,crossing_name,dpsu_name,trucks_waiting,cars_waiting,cars_per_hour,load_color,state,closure_flag,parse_miss_flag,character,category,location,lat,lng,camera_url,source_updated_kyiv,source_updated_utc,reading_age_seconds,state_of_busy_raw,restricted_flag,ts_synthetic
17180,2026-09-06T06:13:00Z,dorohusk,Dorohusk,Ягодин - Дорогуськ,1202,,58,green,відкритий,0,0,"вантажний, лише вантажні понад 7.5 т та автобуси (пропуску пішоходів не здійснюється)","міжнародний, цілодобовий","Волинська область, Любомильський район",51.188238,23.812087,,2026-09-06 09:02:41,2026-09-06T06:02:41Z,619,Кількість легкових авто перед ППр: Пропуск легкових автомобілів тимчасово не здійснюється <br> Швидкість оформлення легкових авто: 58 авто/год <br> Кількість вантажних авто перед ППр: 1202,0,0
17174,2026-09-06T06:13:00Z,zosin,Zosin,Устилуг - Зосін,535,50,46,blue,відкритий,0,0,"пасажирський, вантажний до 7.5 т (з 13.06.2022 по 12.12.2022) (пропуск пішоходів не здійснюється)","міжнародний, цілодобовий",Волинська область,50.856037,24.143464,,2026-09-06 09:02:30,2026-09-06T06:02:30Z,630,Кількість легкових авто перед ППр: 50 <br> Швидкість оформлення легкових авто: 46 авто/год <br> Кількість вантажних авто перед ППр: 535,0,0
17184,2026-09-06T11:10:00Z,budomierz,Budomierz,Грушів - Будомєж,16,0,40,blue,відкритий,0,0,"пасажирський, вантажний до 7,5 т (з 15.06.2022 по 14.12.2022), пасажирські автобуси, легкові автомобілі, пішохідний ((пропуск пішоходів не здійснюється))","міжнародний, цілодобовий","Львівська область, Яворівський район",50.096922,23.279205,,2026-09-06 12:00:56,2026-09-06T09:00:56Z,7744,Кількість легкових авто перед ППр: 0 <br> Швидкість оформлення легкових авто: 40 авто/год <br> Кількість вантажних авто перед ППр: 16,0,0
17182,2026-09-06T11:10:00Z,dolhobyczow,Dołhobyczów,Угринів - Долгобичув,400,20,40,blue,відкритий,0,0,"пасажирський, вантажний до 7,5 т (з 01.09.2022), легкові автомобілі, пішохідний (на вихід з України з метою евакуації) ((пропуск пішоходів не здійснюється))","міжнародний, цілодобовий","Львівська область, Яворівський район",50.578315,24.091082,,2026-09-06 11:59:47,2026-09-06T08:59:47Z,7813,Кількість легкових авто перед ППр: 20 <br> Швидкість оформлення легкових авто: 40 авто/год <br> Кількість вантажних авто перед ППр: 400,0,0
17189,2026-09-06T11:10:00Z,dorohusk,Dorohusk,Ягодин - Дорогуськ,1923,,58,green,відкритий,0,0,"вантажний, лише вантажні понад 7.5 т та автобуси (пропуску пішоходів не здійснюється)","міжнародний, цілодобовий","Волинська область, Любомильський район",51.188238,23.812087,,2026-09-06 12:01:13,2026-09-06T09:01:13Z,7727,Кількість легкових авто перед ППр: Пропуск легкових автомобілів тимчасово не здійснюється <br> Швидкість оформлення легкових авто: 58 авто/год <br> Кількість вантажних авто перед ППр: 1923,0,0
17185,2026-09-06T11:10:00Z,hrebenne,Hrebenne,Рава-Руська автомобільний,994,0,67,green,відкритий,0,0,"пасажирський, вантажний, пасажирські автобуси, легкові автомобілі, пішохідний (пропуск пішоходів не здійснюється))","міжнародний, цілодобовий","Львівська область, Жовківський район",50.274425,23.588896,,2026-09-06 12:00:03,2026-09-06T09:00:03Z,7797,Кількість легкових авто перед ППр: 0 <br> Швидкість оформлення легкових авто: 67 авто/год <br> Кількість вантажних авто перед ППр: 994,0,0
17186,2026-09-06T11:10:00Z,korczowa,Korczowa,Краківець - Корчова,1190,10,73,green,відкритий,0,0,"пасажирський, вантажний (пропуск пішоходів не здійснюється)","міжнародний, цілодобовий","Львівська область, Яворівський район",49.954428,23.116649,,2026-09-06 12:01:36,2026-09-06T09:01:36Z,7704,Кількість легкових авто перед ППр: 10 <br> Швидкість оформлення легкових авто: 73 авто/год <br> Кількість вантажних авто перед ППр: 1190,0,0
17190,2026-09-06T11:10:00Z,malhowice,Małhowice,Нижанковичі-Мальховіце,1,1,21,green,відкритий,0,0,"кордон не можуть перетинати пусті цистерни, які призначені для перевезення небезпечних вантажів, у тому числі ПММ (пропуск пішоходів не здійснюється)","місце пропуску вантажних т/з масою понад 7,5 т, без вантажу",Львівська область,49.694185,22.817063,,2026-09-06 12:02:21,2026-09-06T09:02:21Z,7659,Кількість легкових авто перед ППр: 1 <br> Швидкість оформлення легкових авто: 21 авто/год <br> Кількість вантажних авто перед ППр: 1,0,0
17187,2026-09-06T11:10:00Z,medyka,Medyka,Шегині - Медика,819,0,68,blue,відкритий,0,0,"пасажирський, вантажний, пасажирські автобуси, легкові автомобілі, пішохідний (пропуск пішоходів не здійснюється)","міжнародний, цілодобовий","Львівська область, Мостиський район",49.799853,22.950834,,2026-09-06 12:01:54,2026-09-06T09:01:54Z,7686,Кількість легкових авто перед ППр: 0 <br> Швидкість оформлення легкових авто: 68 авто/год <br> Кількість вантажних авто перед ППр: 819,0,0
17183,2026-09-06T11:10:00Z,zosin,Zosin,Устилуг - Зосін,551,50,46,blue,відкритий,0,0,"пасажирський, вантажний до 7.5 т (з 13.06.2022 по 12.12.2022) (пропуск пішоходів не здійснюється)","міжнародний, цілодобовий",Волинська область,50.856037,24.143464,,2026-09-06 12:00:56,2026-09-06T09:00:56Z,7744,Кількість легкових авто перед ППр: 50 <br> Швидкість оформлення легкових авто: 46 авто/год <br> Кількість вантажних авто перед ППр: 551,0,0
