id,scraped_at,crossing_id,crossing_name,trucks_exit_min,trucks_entry_min,cars_exit_min,cars_entry_min,buses_exit_min,buses_entry_min,data_timestamp,source_hour
2951,2026-07-11T02:01:00Z,budomierz,Budomierz,0,,0,,60,,2026-7-11,2
2949,2026-07-11T02:01:00Z,dolhobyczow,Dołhobyczów,180,,0,,0,,2026-7-11,2
2947,2026-07-11T02:01:00Z,dorohusk,Dorohusk,660,,,,120,,2026-7-11,2
2950,2026-07-11T02:01:00Z,hrebenne,Hrebenne,780,,0,,120,,2026-7-11,2
2952,2026-07-11T02:01:00Z,korczowa,Korczowa,420,,60,,180,,2026-7-11,2
2955,2026-07-11T02:01:00Z,kroscienko,Krościenko,120,,0,,0,,2026-7-11,2
2954,2026-07-11T02:01:00Z,malhowice,Małhowice,,,0,,30,,2026-7-11,2
2953,2026-07-11T02:01:00Z,medyka,Medyka,480,,0,,0,,2026-7-11,2
2948,2026-07-11T02:01:00Z,zosin,Zosin,60,,0,,60,,2026-7-11,2
2960,2026-07-11T03:15:00Z,budomierz,Budomierz,0,,0,,60,,2026-7-11,3
2958,2026-07-11T03:15:00Z,dolhobyczow,Dołhobyczów,180,,0,,0,,2026-7-11,3
2956,2026-07-11T03:15:00Z,dorohusk,Dorohusk,660,,,,120,,2026-7-11,3
2959,2026-07-11T03:15:00Z,hrebenne,Hrebenne,780,,0,,120,,2026-7-11,3
2961,2026-07-11T03:15:00Z,korczowa,Korczowa,420,,60,,180,,2026-7-11,3
2964,2026-07-11T03:15:00Z,kroscienko,Krościenko,120,,0,,0,,2026-7-11,3
2963,2026-07-11T03:15:00Z,malhowice,Małhowice,,,0,,30,,2026-7-11,3
2962,2026-07-11T03:15:00Z,medyka,Medyka,480,,0,,0,,2026-7-11,3
2957,2026-07-11T03:15:00Z,zosin,Zosin,60,,0,,60,,2026-7-11,3
2969,2026-07-11T05:01:00Z,budomierz,Budomierz,0,,0,,60,,2026-7-11,5
2967,2026-07-11T05:01:00Z,dolhobyczow,Dołhobyczów,120,,0,,0,,2026-7-11,5
2965,2026-07-11T05:01:00Z,dorohusk,Dorohusk,840,,,,240,,2026-7-11,5
2968,2026-07-11T05:01:00Z,hrebenne,Hrebenne,780,,0,,0,,2026-7-11,5
2970,2026-07-11T05:01:00Z,korczowa,Korczowa,300,,120,,240,,2026-7-11,5
2973,2026-07-11T05:01:00Z,kroscienko,Krościenko,120,,0,,0,,2026-7-11,5
2972,2026-07-11T05:01:00Z,malhowice,Małhowice,,,0,,0,,2026-7-11,5
2971,2026-07-11T05:01:00Z,medyka,Medyka,480,,60,,60,,2026-7-11,5
2966,2026-07-11T05:01:00Z,zosin,Zosin,60,,60,,60,,2026-7-11,5
2978,2026-07-11T08:03:00Z,budomierz,Budomierz,0,,0,,0,,2026-7-11,8
2976,2026-07-11T08:03:00Z,dolhobyczow,Dołhobyczów,180,,0,,0,,2026-7-11,8
2974,2026-07-11T08:03:00Z,dorohusk,Dorohusk,960,,,,180,,2026-7-11,8
2977,2026-07-11T08:03:00Z,hrebenne,Hrebenne,900,,0,,0,,2026-7-11,8
